PurchaseID,FunctionID,LoanItemID,EmployeeID,,Concat
1,1,296,1,,"1,1,296,1"
2,1,212,2,,"2,1,212,2"
3,1,180,3,,"3,1,180,3"
4,1,97,3,,"4,1,97,3"
5,1,3,5,,"5,1,3,5"
6,1,164,4,,"6,1,164,4"
7,1,49,5,,"7,1,49,5"
8,1,184,1,,"8,1,184,1"
9,1,57,4,,"9,1,57,4"
10,1,75,3,,"10,1,75,3"
11,1,48,3,,"11,1,48,3"
12,1,370,5,,"12,1,370,5"
13,1,495,3,,"13,1,495,3"
14,1,165,4,,"14,1,165,4"
15,1,150,5,,"15,1,150,5"
16,1,395,5,,"16,1,395,5"
17,1,150,5,,"17,1,150,5"
18,1,260,4,,"18,1,260,4"
19,1,467,2,,"19,1,467,2"
20,1,99,1,,"20,1,99,1"
21,1,91,3,,"21,1,91,3"
22,1,298,5,,"22,1,298,5"
23,1,53,1,,"23,1,53,1"
24,1,198,1,,"24,1,198,1"
25,1,430,3,,"25,1,430,3"
26,1,303,1,,"26,1,303,1"
27,1,93,1,,"27,1,93,1"
28,1,99,4,,"28,1,99,4"
29,1,406,3,,"29,1,406,3"
30,1,363,4,,"30,1,363,4"
31,1,60,3,,"31,1,60,3"
32,1,335,5,,"32,1,335,5"
33,1,442,2,,"33,1,442,2"
34,1,79,4,,"34,1,79,4"
35,1,298,3,,"35,1,298,3"
36,1,157,3,,"36,1,157,3"
37,1,327,5,,"37,1,327,5"
38,1,186,1,,"38,1,186,1"
39,1,467,3,,"39,1,467,3"
40,1,150,2,,"40,1,150,2"
41,1,150,3,,"41,1,150,3"
42,1,325,3,,"42,1,325,3"
43,1,59,2,,"43,1,59,2"
44,1,398,3,,"44,1,398,3"
45,1,345,4,,"45,1,345,4"
46,1,348,5,,"46,1,348,5"
47,1,52,3,,"47,1,52,3"
48,1,150,1,,"48,1,150,1"
49,1,3,1,,"49,1,3,1"
50,1,27,3,,"50,1,27,3"
51,1,395,1,,"51,1,395,1"
52,1,150,2,,"52,1,150,2"
53,1,150,2,,"53,1,150,2"
54,1,124,3,,"54,1,124,3"
55,1,245,4,,"55,1,245,4"
56,1,468,2,,"56,1,468,2"
57,1,439,1,,"57,1,439,1"
58,1,233,3,,"58,1,233,3"
59,1,469,4,,"59,1,469,4"
60,1,294,5,,"60,1,294,5"
61,1,18,5,,"61,1,18,5"
62,1,281,3,,"62,1,281,3"
63,1,469,5,,"63,1,469,5"
64,1,427,1,,"64,1,427,1"
65,1,205,3,,"65,1,205,3"
66,1,459,1,,"66,1,459,1"
67,1,242,2,,"67,1,242,2"
68,1,19,4,,"68,1,19,4"
69,1,252,3,,"69,1,252,3"
70,1,434,1,,"70,1,434,1"
71,1,399,4,,"71,1,399,4"
72,1,474,3,,"72,1,474,3"
73,1,136,3,,"73,1,136,3"
74,1,256,4,,"74,1,256,4"
75,1,124,1,,"75,1,124,1"
76,1,454,5,,"76,1,454,5"
77,1,150,4,,"77,1,150,4"
78,1,150,2,,"78,1,150,2"
79,1,363,1,,"79,1,363,1"
80,1,17,3,,"80,1,17,3"
81,1,182,5,,"81,1,182,5"
82,1,409,5,,"82,1,409,5"
83,1,150,5,,"83,1,150,5"
84,1,335,5,,"84,1,335,5"
85,1,380,2,,"85,1,380,2"
86,1,400,5,,"86,1,400,5"
87,1,292,3,,"87,1,292,3"
88,1,399,2,,"88,1,399,2"
89,1,434,1,,"89,1,434,1"
90,1,474,2,,"90,1,474,2"
91,1,377,4,,"91,1,377,4"
92,1,260,3,,"92,1,260,3"
93,1,102,4,,"93,1,102,4"
94,1,173,3,,"94,1,173,3"
95,1,192,1,,"95,1,192,1"
96,1,492,4,,"96,1,492,4"
97,1,464,5,,"97,1,464,5"
98,1,119,1,,"98,1,119,1"
99,1,464,2,,"99,1,464,2"
100,1,92,3,,"100,1,92,3"
101,1,467,5,,"101,1,467,5"
102,1,127,2,,"102,1,127,2"
103,1,109,1,,"103,1,109,1"
104,1,270,2,,"104,1,270,2"
105,1,150,1,,"105,1,150,1"
106,1,156,5,,"106,1,156,5"
107,1,323,1,,"107,1,323,1"
108,1,385,2,,"108,1,385,2"
109,1,457,1,,"109,1,457,1"
110,1,105,4,,"110,1,105,4"
111,1,150,5,,"111,1,150,5"
112,1,65,4,,"112,1,65,4"
113,1,53,4,,"113,1,53,4"
114,1,150,3,,"114,1,150,3"
115,1,41,4,,"115,1,41,4"
116,1,441,4,,"116,1,441,4"
117,1,322,5,,"117,1,322,5"
118,1,320,5,,"118,1,320,5"
119,1,334,4,,"119,1,334,4"
120,1,459,3,,"120,1,459,3"
121,1,278,3,,"121,1,278,3"
122,1,386,4,,"122,1,386,4"
123,1,14,3,,"123,1,14,3"
124,1,495,2,,"124,1,495,2"
125,1,405,2,,"125,1,405,2"
126,1,150,4,,"126,1,150,4"
127,1,63,4,,"127,1,63,4"
128,1,3,3,,"128,1,3,3"
129,1,325,4,,"129,1,325,4"
130,1,315,4,,"130,1,315,4"
131,1,137,4,,"131,1,137,4"
132,1,470,5,,"132,1,470,5"
133,1,294,3,,"133,1,294,3"
134,1,174,1,,"134,1,174,1"
135,1,12,5,,"135,1,12,5"
136,1,41,5,,"136,1,41,5"
137,1,379,1,,"137,1,379,1"
138,1,385,2,,"138,1,385,2"
139,1,202,1,,"139,1,202,1"
140,1,283,2,,"140,1,283,2"
141,1,316,5,,"141,1,316,5"
142,1,233,4,,"142,1,233,4"
143,1,7,4,,"143,1,7,4"
144,1,325,1,,"144,1,325,1"
145,1,306,4,,"145,1,306,4"
