PurchaseID,FunctionID,LoanItemID,EmployeeID,,Concat
1,4,306,20,,"1,4,306,20"
2,4,68,20,,"2,4,68,20"
3,4,69,19,,"3,4,69,19"
4,4,212,17,,"4,4,212,17"
5,4,437,20,,"5,4,437,20"
6,4,110,16,,"6,4,110,16"
7,4,346,17,,"7,4,346,17"
8,4,2,17,,"8,4,2,17"
9,4,156,20,,"9,4,156,20"
10,4,59,16,,"10,4,59,16"
11,4,379,20,,"11,4,379,20"
12,4,252,19,,"12,4,252,19"
13,4,80,20,,"13,4,80,20"
14,4,1,16,,"14,4,1,16"
15,4,34,18,,"15,4,34,18"
16,4,379,19,,"16,4,379,19"
17,4,34,19,,"17,4,34,19"
18,4,461,20,,"18,4,461,20"
19,4,319,19,,"19,4,319,19"
20,4,336,16,,"20,4,336,16"
21,4,462,17,,"21,4,462,17"
22,4,348,17,,"22,4,348,17"
23,4,138,16,,"23,4,138,16"
24,4,63,19,,"24,4,63,19"
25,4,80,19,,"25,4,80,19"
26,4,34,20,,"26,4,34,20"
27,4,14,19,,"27,4,14,19"
28,4,405,20,,"28,4,405,20"
29,4,486,19,,"29,4,486,19"
30,4,396,18,,"30,4,396,18"
31,4,86,19,,"31,4,86,19"
32,4,380,19,,"32,4,380,19"
33,4,462,20,,"33,4,462,20"
34,4,388,18,,"34,4,388,18"
35,4,364,16,,"35,4,364,16"
36,4,17,19,,"36,4,17,19"
37,4,128,17,,"37,4,128,17"
38,4,78,17,,"38,4,78,17"
39,4,376,18,,"39,4,376,18"
40,4,303,17,,"40,4,303,17"
41,4,361,19,,"41,4,361,19"
42,4,233,19,,"42,4,233,19"
43,4,432,19,,"43,4,432,19"
44,4,373,18,,"44,4,373,18"
45,4,347,19,,"45,4,347,19"
46,4,478,17,,"46,4,478,17"
47,4,43,19,,"47,4,43,19"
48,4,160,20,,"48,4,160,20"
49,4,274,18,,"49,4,274,18"
50,4,38,20,,"50,4,38,20"
51,4,340,18,,"51,4,340,18"
52,4,330,17,,"52,4,330,17"
53,4,110,17,,"53,4,110,17"
54,4,123,18,,"54,4,123,18"
55,4,302,18,,"55,4,302,18"
56,4,127,16,,"56,4,127,16"
57,4,306,20,,"57,4,306,20"
58,4,417,18,,"58,4,417,18"
59,4,10,17,,"59,4,10,17"
60,4,171,17,,"60,4,171,17"
61,4,197,17,,"61,4,197,17"
62,4,213,17,,"62,4,213,17"
63,4,396,18,,"63,4,396,18"
64,4,9,17,,"64,4,9,17"
65,4,190,17,,"65,4,190,17"
66,4,51,17,,"66,4,51,17"
67,4,442,16,,"67,4,442,16"
68,4,173,18,,"68,4,173,18"
69,4,53,18,,"69,4,53,18"
70,4,301,18,,"70,4,301,18"
71,4,409,19,,"71,4,409,19"
72,4,306,18,,"72,4,306,18"
73,4,138,20,,"73,4,138,20"
74,4,274,17,,"74,4,274,17"
75,4,285,18,,"75,4,285,18"
76,4,440,17,,"76,4,440,17"
77,4,30,19,,"77,4,30,19"
78,4,50,18,,"78,4,50,18"
79,4,122,16,,"79,4,122,16"
80,4,363,17,,"80,4,363,17"
81,4,273,17,,"81,4,273,17"
82,4,383,20,,"82,4,383,20"
83,4,347,18,,"83,4,347,18"
84,4,332,20,,"84,4,332,20"
85,4,355,20,,"85,4,355,20"
86,4,167,16,,"86,4,167,16"
87,4,11,20,,"87,4,11,20"
88,4,128,18,,"88,4,128,18"
89,4,14,17,,"89,4,14,17"
90,4,93,19,,"90,4,93,19"
91,4,3,20,,"91,4,3,20"
92,4,198,19,,"92,4,198,19"
93,4,128,18,,"93,4,128,18"
94,4,324,20,,"94,4,324,20"
95,4,28,18,,"95,4,28,18"
96,4,347,18,,"96,4,347,18"
97,4,109,17,,"97,4,109,17"
98,4,452,20,,"98,4,452,20"
99,4,110,20,,"99,4,110,20"
100,4,363,18,,"100,4,363,18"
101,4,81,19,,"101,4,81,19"
102,4,249,16,,"102,4,249,16"
103,4,208,16,,"103,4,208,16"
104,4,76,20,,"104,4,76,20"
105,4,218,19,,"105,4,218,19"
106,4,437,20,,"106,4,437,20"
107,4,324,18,,"107,4,324,18"
108,4,219,19,,"108,4,219,19"
109,4,61,16,,"109,4,61,16"
110,4,348,20,,"110,4,348,20"
111,4,77,17,,"111,4,77,17"
112,4,359,20,,"112,4,359,20"
113,4,171,16,,"113,4,171,16"
114,4,17,16,,"114,4,17,16"
115,4,86,19,,"115,4,86,19"
116,4,93,20,,"116,4,93,20"
117,4,208,17,,"117,4,208,17"
118,4,236,17,,"118,4,236,17"
119,4,110,17,,"119,4,110,17"
120,4,465,16,,"120,4,465,16"
121,4,114,17,,"121,4,114,17"
122,4,197,19,,"122,4,197,19"
123,4,128,19,,"123,4,128,19"
124,4,292,19,,"124,4,292,19"
125,4,459,19,,"125,4,459,19"
126,4,3,20,,"126,4,3,20"
127,4,116,19,,"127,4,116,19"
128,4,462,18,,"128,4,462,18"
129,4,77,20,,"129,4,77,20"
130,4,472,17,,"130,4,472,17"
131,4,141,20,,"131,4,141,20"
132,4,31,20,,"132,4,31,20"
133,4,397,18,,"133,4,397,18"
134,4,208,17,,"134,4,208,17"
135,4,446,18,,"135,4,446,18"
136,4,326,19,,"136,4,326,19"
137,4,16,17,,"137,4,16,17"
138,4,172,19,,"138,4,172,19"
139,4,70,20,,"139,4,70,20"
140,4,274,16,,"140,4,274,16"
141,4,134,19,,"141,4,134,19"
142,4,302,19,,"142,4,302,19"
143,4,109,20,,"143,4,109,20"
144,4,92,20,,"144,4,92,20"
145,4,440,18,,"145,4,440,18"
146,4,128,18,,"146,4,128,18"
147,4,405,20,,"147,4,405,20"
148,4,251,16,,"148,4,251,16"
149,4,283,18,,"149,4,283,18"
150,4,396,19,,"150,4,396,19"
151,4,319,16,,"151,4,319,16"
152,4,437,16,,"152,4,437,16"
153,4,405,19,,"153,4,405,19"
154,4,354,16,,"154,4,354,16"
155,4,132,17,,"155,4,132,17"
156,4,164,17,,"156,4,164,17"
157,4,201,20,,"157,4,201,20"
158,4,283,16,,"158,4,283,16"
159,4,28,20,,"159,4,28,20"
160,4,363,17,,"160,4,363,17"
161,4,78,16,,"161,4,78,16"
162,4,173,18,,"162,4,173,18"
163,4,127,17,,"163,4,127,17"
164,4,115,20,,"164,4,115,20"
165,4,133,18,,"165,4,133,18"
166,4,387,18,,"166,4,387,18"
167,4,114,18,,"167,4,114,18"
168,4,366,18,,"168,4,366,18"
169,4,405,17,,"169,4,405,17"
170,4,214,18,,"170,4,214,18"
171,4,306,17,,"171,4,306,17"
172,4,499,17,,"172,4,499,17"
173,4,326,16,,"173,4,326,16"
174,4,273,17,,"174,4,273,17"
175,4,247,20,,"175,4,247,20"
176,4,309,20,,"176,4,309,20"
177,4,128,19,,"177,4,128,19"
178,4,333,16,,"178,4,333,16"
179,4,50,18,,"179,4,50,18"
180,4,332,18,,"180,4,332,18"
181,4,30,19,,"181,4,30,19"
182,4,213,17,,"182,4,213,17"
183,4,19,18,,"183,4,19,18"
184,4,257,17,,"184,4,257,17"
185,4,56,20,,"185,4,56,20"
186,4,200,18,,"186,4,200,18"
187,4,454,18,,"187,4,454,18"
188,4,19,17,,"188,4,19,17"
189,4,28,19,,"189,4,28,19"
190,4,30,20,,"190,4,30,20"
191,4,211,18,,"191,4,211,18"
192,4,128,16,,"192,4,128,16"
193,4,283,19,,"193,4,283,19"
194,4,114,18,,"194,4,114,18"
195,4,208,18,,"195,4,208,18"
196,4,363,17,,"196,4,363,17"
197,4,349,19,,"197,4,349,19"
198,4,128,18,,"198,4,128,18"
199,4,302,16,,"199,4,302,16"
200,4,361,18,,"200,4,361,18"
