PurchaseID,FunctionID,LoanItemID,EmployeeID,,Concat
141,5,184,24,,"141,5,184,24"
142,5,311,21,,"142,5,311,21"
143,5,147,23,,"143,5,147,23"
144,5,146,25,,"144,5,146,25"
145,5,478,23,,"145,5,478,23"
146,5,48,23,,"146,5,48,23"
147,5,162,24,,"147,5,162,24"
148,5,248,24,,"148,5,248,24"
149,5,488,25,,"149,5,488,25"
150,5,162,22,,"150,5,162,22"
151,5,117,24,,"151,5,117,24"
152,5,14,23,,"152,5,14,23"
153,5,319,22,,"153,5,319,22"
154,5,429,25,,"154,5,429,25"
155,5,292,25,,"155,5,292,25"
156,5,366,22,,"156,5,366,22"
157,5,207,21,,"157,5,207,21"
158,5,33,21,,"158,5,33,21"
159,5,323,24,,"159,5,323,24"
160,5,258,22,,"160,5,258,22"
161,5,341,23,,"161,5,341,23"
162,5,88,25,,"162,5,88,25"
163,5,197,25,,"163,5,197,25"
164,5,425,25,,"164,5,425,25"
165,5,308,22,,"165,5,308,22"
166,5,462,23,,"166,5,462,23"
167,5,197,21,,"167,5,197,21"
168,5,182,25,,"168,5,182,25"
169,5,440,24,,"169,5,440,24"
170,5,369,24,,"170,5,369,24"
171,5,76,25,,"171,5,76,25"
172,5,418,24,,"172,5,418,24"
173,5,7,22,,"173,5,7,22"
174,5,146,25,,"174,5,146,25"
175,5,425,25,,"175,5,425,25"
176,5,67,24,,"176,5,67,24"
177,5,145,22,,"177,5,145,22"
178,5,168,25,,"178,5,168,25"
179,5,15,24,,"179,5,15,24"
180,5,130,21,,"180,5,130,21"
181,5,63,24,,"181,5,63,24"
182,5,78,25,,"182,5,78,25"
183,5,115,22,,"183,5,115,22"
184,5,162,21,,"184,5,162,21"
185,5,138,21,,"185,5,138,21"
186,5,97,21,,"186,5,97,21"
187,5,250,25,,"187,5,250,25"
188,5,146,22,,"188,5,146,22"
189,5,182,22,,"189,5,182,22"
190,5,146,23,,"190,5,146,23"
191,5,256,22,,"191,5,256,22"
192,5,60,24,,"192,5,60,24"
193,5,164,24,,"193,5,164,24"
194,5,179,24,,"194,5,179,24"
195,5,80,23,,"195,5,80,23"
196,5,34,23,,"196,5,34,23"
197,5,329,23,,"197,5,329,23"
198,5,77,21,,"198,5,77,21"
199,5,236,25,,"199,5,236,25"
200,5,344,21,,"200,5,344,21"
201,5,201,23,,"201,5,201,23"
202,5,72,23,,"202,5,72,23"
203,5,168,25,,"203,5,168,25"
204,5,384,24,,"204,5,384,24"
205,5,408,21,,"205,5,408,21"
206,5,143,25,,"206,5,143,25"
207,5,493,21,,"207,5,493,21"
208,5,281,24,,"208,5,281,24"
209,5,146,22,,"209,5,146,22"
210,5,349,21,,"210,5,349,21"
211,5,76,21,,"211,5,76,21"
212,5,15,24,,"212,5,15,24"
213,5,314,22,,"213,5,314,22"
214,5,109,23,,"214,5,109,23"
215,5,63,23,,"215,5,63,23"
216,5,287,24,,"216,5,287,24"
217,5,67,25,,"217,5,67,25"
218,5,22,22,,"218,5,22,22"
219,5,401,25,,"219,5,401,25"
220,5,87,23,,"220,5,87,23"
221,5,367,23,,"221,5,367,23"
222,5,258,23,,"222,5,258,23"
223,5,403,24,,"223,5,403,24"
224,5,97,23,,"224,5,97,23"
225,5,377,24,,"225,5,377,24"
226,5,60,24,,"226,5,60,24"
227,5,469,25,,"227,5,469,25"
228,5,24,23,,"228,5,24,23"
229,5,384,21,,"229,5,384,21"
230,5,303,21,,"230,5,303,21"
231,5,304,25,,"231,5,304,25"
232,5,161,21,,"232,5,161,21"
233,5,206,21,,"233,5,206,21"
234,5,181,21,,"234,5,181,21"
235,5,94,21,,"235,5,94,21"
236,5,314,25,,"236,5,314,25"
237,5,305,25,,"237,5,305,25"
238,5,99,25,,"238,5,99,25"
239,5,304,25,,"239,5,304,25"
240,5,87,22,,"240,5,87,22"
241,5,385,22,,"241,5,385,22"
242,5,67,23,,"242,5,67,23"
243,5,146,21,,"243,5,146,21"
244,5,268,22,,"244,5,268,22"
245,5,478,22,,"245,5,478,22"
