PurchaseID,FunctionID,LoanItemID,EmployeeID,,concat
1,4,128,20,,"1,4,128,20"
2,4,128,20,,"2,4,128,20"
3,4,128,19,,"3,4,128,19"
4,4,128,17,,"4,4,128,17"
5,4,128,20,,"5,4,128,20"
6,4,128,16,,"6,4,128,16"
7,4,128,17,,"7,4,128,17"
8,4,128,17,,"8,4,128,17"
9,4,128,20,,"9,4,128,20"
10,4,128,16,,"10,4,128,16"
11,4,128,20,,"11,4,128,20"
12,4,128,19,,"12,4,128,19"
13,4,128,20,,"13,4,128,20"
14,4,128,16,,"14,4,128,16"
15,4,208,18,,"15,4,208,18"
16,4,208,19,,"16,4,208,19"
17,4,208,19,,"17,4,208,19"
18,4,208,20,,"18,4,208,20"
19,4,208,19,,"19,4,208,19"
20,4,208,16,,"20,4,208,16"
21,4,208,17,,"21,4,208,17"
22,4,208,17,,"22,4,208,17"
23,4,208,16,,"23,4,208,16"
24,4,208,19,,"24,4,208,19"
25,4,208,19,,"25,4,208,19"
26,4,128,20,,"26,4,128,20"
27,4,128,19,,"27,4,128,19"
28,4,128,20,,"28,4,128,20"
29,4,128,19,,"29,4,128,19"
30,4,128,18,,"30,4,128,18"
31,4,110,19,,"31,4,110,19"
32,4,110,19,,"32,4,110,19"
33,4,110,20,,"33,4,110,20"
34,4,110,18,,"34,4,110,18"
35,4,110,16,,"35,4,110,16"
36,4,110,19,,"36,4,110,19"
37,4,110,17,,"37,4,110,17"
38,4,110,17,,"38,4,110,17"
39,4,274,18,,"39,4,274,18"
40,4,274,17,,"40,4,274,17"
41,4,274,19,,"41,4,274,19"
42,4,274,19,,"42,4,274,19"
43,4,274,19,,"43,4,274,19"
44,4,274,18,,"44,4,274,18"
45,4,274,19,,"45,4,274,19"
46,4,274,17,,"46,4,274,17"
47,4,274,19,,"47,4,274,19"
48,4,274,20,,"48,4,274,20"
49,4,274,18,,"49,4,274,18"
50,4,274,20,,"50,4,274,20"
51,4,77,18,,"51,4,77,18"
52,4,77,17,,"52,4,77,17"
53,4,77,17,,"53,4,77,17"
54,4,77,18,,"54,4,77,18"
55,4,77,18,,"55,4,77,18"
56,4,28,16,,"56,4,28,16"
57,4,28,20,,"57,4,28,20"
58,4,217,18,,"58,4,217,18"
59,4,217,17,,"59,4,217,17"
60,4,217,17,,"60,4,217,17"
61,4,77,17,,"61,4,77,17"
62,4,77,17,,"62,4,77,17"
63,4,77,18,,"63,4,77,18"
64,4,77,17,,"64,4,77,17"
65,4,77,17,,"65,4,77,17"
66,4,77,17,,"66,4,77,17"
67,4,77,16,,"67,4,77,16"
68,4,363,18,,"68,4,363,18"
69,4,363,18,,"69,4,363,18"
70,4,363,18,,"70,4,363,18"
71,4,363,19,,"71,4,363,19"
72,4,363,18,,"72,4,363,18"
73,4,3,20,,"73,4,3,20"
74,4,3,17,,"74,4,3,17"
75,4,3,18,,"75,4,3,18"
76,4,3,17,,"76,4,3,17"
77,4,3,19,,"77,4,3,19"
78,4,3,18,,"78,4,3,18"
79,4,3,16,,"79,4,3,16"
80,4,3,17,,"80,4,3,17"
81,4,191,17,,"81,4,191,17"
82,4,191,20,,"82,4,191,20"
83,4,191,18,,"83,4,191,18"
84,4,197,20,,"84,4,197,20"
85,4,197,20,,"85,4,197,20"
86,4,197,16,,"86,4,197,16"
87,4,197,20,,"87,4,197,20"
88,4,197,18,,"88,4,197,18"
89,4,197,17,,"89,4,197,17"
